,id,text,bias
282,283,"Soon the ryotwari area too was full of landlords who rented out their lands to helpless tenants for very high rents. The tenants had to pay rent that was three to seven times more than the land revenue paid by the ryots to the government. (That is if a ryot paid Rs. /- as land revenue for a piece of land to the government, he was able to get Rs. /- to /- from the tenants for the same land.) As a result they too did not have any interest in investing in improving agriculture, but only in renting it out at higher and higher rates. 
",2
283,284,"Sometimes in order to make the child healthy , the mother brings various types of food of a large quantity in front of the child . 
",2
284,285,"A high jumper going over the bar.Think about her jumping, from the moment her feet leave the ground. She goes up in the air, she almost stops as she goes over the bar, and then she comes down again. 
",2
285,286,"The flowers which contain either only the pistil or only the stamens are called unisexual flowers. The flowers which contain both stamens and pistil are called bisexual flowers. Corn, papaya and cucumber produce unisexual flowers, whereas mustard, rose and petunia have bisexual flowers. Both the male and the female unisexual flowers may be present in the same plant or in different plants. 
",2
286,287,"Track formation State , National and International records Introduction : Athletics is known as the father of all the sporting events . 
",2
287,288,"My father brought bamboos from the nearby forest . 
",2
288,289,"Novels for young boys idealised a new type of man: someone who was powerful, assertive, independent and daring. Most of these novels were full of adventure set in places remote from Europe. The colonisers appear heroic and honourable confronting native peoples and strange surroundings, adapting to native life as well as changing it, colonising territories and then developing nations there. Books like R.L. Stevenson s Treasure Island () or Rudyard Kipling s Jungle Book () became great hits. 
",2
289,290,"( With dotted lines I show few more food chain links to man . 
",2
290,291,"is considered that the stage of cultural growth started from this ancestor of man . 
",2
291,292,"b ) Synthetic fibre : Man has made synthetic fibres by using coal , water and air . 
",2
292,293,"Will man be responsible for one more mass extinction ? 
",2
293,294,"A scientist is given solutions labelled A to F. The scientist tests each solution with universal indicator and records her results as follows: 
",2
294,295,"If we observe very closely , we will see that a person who takes care of his teeth has a well - structured set of teeth . 
",2
295,296,"If somebody spends two or three days there , he / she can move around the sea beach and enjoy the beauty of nature . 
",2
296,297,"Appalakonda s wife Dhanamma, wakes him up and gives him some rice gruel to eat by . am after which Appalakonda is ready to go out to the sea. 
",2
297,298,"It shows that the intervention of man through the effective use of resources can make modifications on a culture . 
",2
298,299,"He sacrificed everything for the freedom of his motherland . 
",2
299,300,"So society consists of men . 
",0
300,301,"Man is unisexual . 
",2
301,302,"The responsibility of man in maintaining balance of an environment : Starting from the producer up to the highest consumer there is a proportion of number of different tropical level in the ecosystem . 
",0
302,303,"Right handed player places his right palm on the left , and tightens the grip . 
",2
303,304,"However , for the welfare of the family , a home manager should carry out her duties and responsibilities properly . 
",0
304,305,"An Individual identifies himself as citizen of a particular country through his citizenship . 
",2
305,306,"We daily starve, having had no foodgrain in our possession. The only wealth we possess is our axe. We have no clothes to cover our body with, but we pass cold nights by the fireside. We are now dying for want of food. We cannot go elsewhere. What fault have we done that the government does not take care of us? Prisoners are supplied with ample food in jail. A cultivator of the grass is not deprived of his holding, but the government does not give us our right who have lived here for generations past. 
",0
306,307,"See the following example : A person , who has a credit balance of , in his account , is in need of , . 
",2
307,308,"To follow the home management process for fulfilling the demands of the family A housewife is responsible for executing , controlling , implementing and evaluating all the household activities and for performing all these tasks appropriately , a proper planning is required at first . 
",0
